customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,network_quality,complaint_text,Churn
PKTLC-77A092,Male,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.92,5892.34,2,Call drops every 5 minutes. Signal strength always shows one bar.,No
PKTLC-5EE3AA,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),77.23,2491.13,2,Speed is decent but customer support response time needs improvement.,No
PKTLC-89143F,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,54.37,908.01,1,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-AE6421,Female,1,No,No,43,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,56.32,2545.07,1,Speed is decent but customer support response time needs improvement.,No
PKTLC-F2440B,Female,1,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.02,131.75,1,Data speed is like 2G even though I have a 4G SIM. Waste of money.,Yes
PKTLC-188867,Male,0,No,No,52,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,59.22,3034.05,1,Service has improved compared to last year. Good progress overall.,No
PKTLC-83D85E,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),47.41,2643.24,1,"Network signal is very weak in my area, calls drop every few minutes.",No
PKTLC-2B9004,Female,0,No,No,67,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,70.81,4473.07,2,,No
PKTLC-9F4539,Female,0,No,Yes,10,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,67.46,676.6,1,Network is decent in my area. No major complaints so far.,No
PKTLC-CCC67B,Male,0,No,Yes,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.87,2050.45,1,No complaints at the moment. Service is working as expected.,No
PKTLC-82BABB,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,82.87,1299.77,2,,No
PKTLC-460A82,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.23,987.95,2,,No
PKTLC-FA5C2C,Male,1,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,93.52,567.91,2,No network in my basement office. Cannot attend calls while at work.,No
PKTLC-CAAA1B,Male,0,No,Yes,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.23,380.08,1,Network is decent in my area. No major complaints so far.,Yes
PKTLC-DA0A2C,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,72.67,4538.19,2,Overall satisfied with the service. No major issues at this point.,No
PKTLC-4BE57C,Female,1,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.86,451.8,0,Service quality is acceptable but the billing statement is hard to read.,No
PKTLC-52050C,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,90.1,347.88,2,Service quality is acceptable but the billing statement is hard to read.,No
PKTLC-1CBE1D,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.93,820.62,2,Price is fair but I wish the app was more user friendly.,No
PKTLC-358E2D,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,85.4,2973.2,2,Bundle value is good. Happy with the current plan I am on.,No
PKTLC-3B65B8,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.37,2263.08,2,Invoice received does not match what I was quoted by the sales agent.,No
PKTLC-14B27D,Female,0,Yes,Yes,26,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,53.1,1295.29,1,Service has improved compared to last year. Good progress overall.,No
PKTLC-A7FD60,Male,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.0,457.8,2,Data rollover feature is very useful. Good value overall.,No
PKTLC-445E27,Male,1,No,No,54,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),59.01,3181.64,1,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-556909,Male,1,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.32,3070.21,2,Network is decent in my area. No major complaints so far.,Yes
PKTLC-AB3DEF,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),64.83,1796.49,1,Bundle value is good. Happy with the current plan I am on.,No
PKTLC-28C10B,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),88.79,1583.48,2,Overall satisfied with the service. No major issues at this point.,No
PKTLC-EBA78D,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,193.96,0,Network quality is consistently good. No call drops in my area.,No
PKTLC-6AB048,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,91.23,1545.93,2,Generally happy but the recent bill increase was unexpected.,No
PKTLC-BBC01D,Female,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),46.85,3260.42,1,,No
PKTLC-552577,Female,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,97.06,6770.06,2,No complaints at the moment. Service is working as expected.,No
PKTLC-2A48E0,Female,0,No,No,40,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,57.96,2145.97,1,Speed is decent but customer support response time needs improvement.,No
PKTLC-171EBD,Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.99,4027.37,1,"Called helpline four times today, each time told to call back later.",No
PKTLC-E80055,Female,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,67.61,969.95,1,Data speed is like 2G even though I have a 4G SIM. Waste of money.,No
PKTLC-E087DF,Male,1,Yes,No,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.51,310.75,1,Generally happy but the recent bill increase was unexpected.,No
PKTLC-CCCF58,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.38,993.95,2,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-A1196C,Female,1,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.93,308.81,1,"Bahut slow internet hai, 4G pe bhi YouTube buffer karta hai.",Yes
PKTLC-AAD144,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),77.39,4235.86,1,Data speed is like 2G even though I have a 4G SIM. Waste of money.,No
PKTLC-D33DE2,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),59.2,2335.7,1,Mostly satisfied but had one bad experience with unexpected overcharging.,No
PKTLC-67D694,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,826.57,0,Network is decent in my area. No major complaints so far.,No
PKTLC-F85358,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.1,1645.79,1,Network is stable but getting complaints resolved takes too long.,No
PKTLC-6CC50C,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.64,153.02,0,Network outage for the third time this month. Unacceptable service.,Yes
PKTLC-1D9A2D,Female,0,Yes,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,76.84,547.98,1,Internet speed is average. Support team could use better training.,Yes
PKTLC-8CCB69,Male,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.41,520.66,1,Internet speed is terrible. Cannot even use WhatsApp properly.,Yes
PKTLC-7B98D5,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,75.15,4841.18,2,Speed is reasonable during the day. Slightly slow in late evenings.,No
PKTLC-AC8137,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,82.54,2832.7,2,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-88D504,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),64.57,3055.34,1,Network quality is consistently good. No call drops in my area.,No
PKTLC-BF316D,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,104.23,0,Network outage for the third time this month. Unacceptable service.,Yes
PKTLC-284801,Male,0,No,No,42,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,66.25,2783.04,1,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-F0B079,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),97.83,5608.68,2,Bahut zyada charges liye gaye mere account se bina kisi reason ke.,No
PKTLC-56174F,Male,0,Yes,Yes,35,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),66.36,2223.18,1,Network is decent in my area. No major complaints so far.,No
PKTLC-4C0080,Male,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.29,177.15,0,Extra charges deducted without my consent. Refund nahi mila abhi tak.,Yes
PKTLC-64374B,Female,1,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.83,2066.47,1,Call drops every 5 minutes. Signal strength always shows one bar.,Yes
PKTLC-7211FD,Male,0,No,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,73.22,4504.18,1,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-C385D4,Male,0,No,Yes,52,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.59,3272.35,1,Overall satisfied with the service. No major issues at this point.,No
PKTLC-DA5948,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.9,304.35,0,Problem not resolved even after visiting the franchise office twice.,Yes
PKTLC-547455,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),91.32,3091.78,2,Coverage in my area is fine but pricing has increased a bit recently.,No
PKTLC-4B7643,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,72.12,52.62,1,Overcharged for data that I never used this billing cycle.,Yes
PKTLC-30E14A,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.78,245.08,0,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-299E22,Male,0,No,No,46,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.33,2993.32,1,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-E82567,Male,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.8,390.13,0,Service has improved compared to last year. Good progress overall.,No
PKTLC-0D66CB,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.23,393.53,1,Coverage in my area is fine but pricing has increased a bit recently.,Yes
PKTLC-0E8550,Female,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),63.41,1112.02,1,Happy with the new fiber package. Speed is much better than before.,Yes
PKTLC-0E30EA,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.15,843.4,1,Speed is decent but customer support response time needs improvement.,No
PKTLC-D969A6,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,93.25,1928.23,2,Overall satisfied with the service. No major issues at this point.,No
PKTLC-164485,Male,1,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.07,2734.19,2,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-43D640,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),81.29,3229.14,2,Price is fair but I wish the app was more user friendly.,No
PKTLC-717EE7,Female,0,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,61.5,1498.56,1,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-420846,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.22,360.21,1,Issue was escalated but no follow-up received from the team at all.,No
PKTLC-DA31D3,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.44,1496.06,2,Network is decent in my area. No major complaints so far.,No
PKTLC-505AD4,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),92.86,3427.67,2,Support resolved my query within a reasonable amount of time.,No
PKTLC-68D8CA,Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.41,6948.46,2,,No
PKTLC-29EDEA,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.01,502.79,1,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-488B9C,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),95.56,545.44,2,Data speed is fine during the day but slows down during peak evening hours.,No
PKTLC-709AD6,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,173.55,0,Download speed never exceeds 1 Mbps even at off-peak hours.,No
PKTLC-FFE9FE,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),90.45,888.66,2,Response from live chat is automated and completely unhelpful.,Yes
PKTLC-D63307,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,64.54,1964.22,1,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-390060,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.72,306.05,1,Speed is reasonable during the day. Slightly slow in late evenings.,No
PKTLC-663C1E,Male,1,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,82.77,2968.85,2,Coverage in my area is fine but pricing has increased a bit recently.,No
PKTLC-4A3A0B,Male,1,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),79.77,5600.64,2,,No
PKTLC-FDF67C,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,430.56,0,"Speed is okay, could be better but manageable for daily use.",No
PKTLC-04C217,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1250.9,0,,No
PKTLC-B6CCE9,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,100.65,1191.51,2,Been waiting for a resolution since last week with no update.,Yes
PKTLC-96A888,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,93.72,2488.04,2,Complaint ticket was closed without resolving the actual underlying issue.,Yes
PKTLC-F6B523,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.84,452.56,2,Network is okay but billing process is confusing and lacks transparency.,Yes
PKTLC-D98CAA,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,63.8,578.77,1,I was charged twice for the same bundle this month. Please investigate.,Yes
PKTLC-A95AC2,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,98.27,104.17,2,"Coverage is pathetic in Gulshan, signal drops to zero at night.",No
PKTLC-70EFFE,Female,1,Yes,Yes,39,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.75,2338.22,1,Call drops every 5 minutes. Signal strength always shows one bar.,Yes
PKTLC-2FE8A1,Female,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),53.88,1675.0,1,Coverage in my area is fine but pricing has increased a bit recently.,No
PKTLC-547C1A,Female,1,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),48.65,529.97,1,,No
PKTLC-421819,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.55,641.8,2,Service quality is acceptable but the billing statement is hard to read.,No
PKTLC-A89E92,Male,0,No,No,24,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,75.86,1835.85,1,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-1E6B72,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.16,4937.86,2,Support team gave me incorrect information on multiple occasions.,No
PKTLC-ABADD8,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.6,2384.38,2,Network is decent in my area. No major complaints so far.,No
PKTLC-8E14F1,Male,0,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),86.08,4195.44,2,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-DE9118,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,1254.7,0,Price is fair but I wish the app was more user friendly.,No
PKTLC-5487A4,Female,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.24,1944.79,2,,No
PKTLC-435302,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.27,56.38,1,Generally happy but the recent bill increase was unexpected.,No
PKTLC-7DC244,Male,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.71,2281.64,2,Speed is decent but customer support response time needs improvement.,No
PKTLC-7F7474,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,47.46,54.73,1,Service has improved compared to last year. Good progress overall.,No
PKTLC-822ADE,Male,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),65.04,1862.06,1,Network is stable but getting complaints resolved takes too long.,No
PKTLC-E0CF5B,Male,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,39.9,1996.13,1,,No
PKTLC-6CBB69,Male,0,No,No,54,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.92,2324.14,1,,No
PKTLC-86B04B,Female,1,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.41,2498.46,1,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-857719,Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,96.79,3120.76,2,Data speed is fine during the day but slows down during peak evening hours.,No
PKTLC-689757,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.01,281.8,2,Mostly satisfied but had one bad experience with unexpected overcharging.,No
PKTLC-5E7C00,Male,1,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.57,706.2,1,Internet speed is average. Support team could use better training.,Yes
PKTLC-7FEF62,Female,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,81.08,5107.78,2,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-7B6B0B,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,88.86,3743.26,2,Price is fair but I wish the app was more user friendly.,No
PKTLC-1D2682,Female,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,105.76,0,Signal completely disappears during rain. This is not acceptable.,Yes
PKTLC-60EF9E,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.48,2183.58,2,Balance deducted automatically without activating any service.,Yes
PKTLC-12B524,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,88.2,934.86,2,No complaints at the moment. Service is working as expected.,No
PKTLC-A0AB14,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),90.82,3437.72,2,Balance deducted automatically without activating any service.,No
PKTLC-B371E4,Male,0,Yes,Yes,51,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.04,3300.0,1,Support team was helpful and resolved my issue quickly.,No
PKTLC-6F7203,Male,0,Yes,No,16,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.44,852.49,1,Constantly losing 4G signal and reverting to EDGE. Very disappointing.,Yes
PKTLC-B9AB3F,Male,0,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),47.13,902.59,1,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-6AC3DC,Female,0,No,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,63.92,51.13,1,Monthly charges keep increasing every few months without any notice.,No
PKTLC-DC2F0E,Male,0,No,No,13,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.77,769.87,1,Data speed is fine during the day but slows down during peak evening hours.,Yes
PKTLC-754A99,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.01,465.33,1,Extra charges deducted without my consent. Refund nahi mila abhi tak.,Yes
PKTLC-A563F4,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),88.85,4340.66,2,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-ACD6BA,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,1022.84,0,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-29389A,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.43,2149.23,1,Agent could not understand my issue and ended up disconnecting the call.,Yes
PKTLC-E6D515,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),51.86,971.28,1,,No
PKTLC-CDB37B,Female,1,No,No,8,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.29,492.19,1,Hidden charges on my bill that were never disclosed during signup.,No
PKTLC-496C1A,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,57.62,1327.17,1,Download speed never exceeds 1 Mbps even at off-peak hours.,No
PKTLC-D24E51,Male,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,24.28,0,Extra charges deducted without my consent. Refund nahi mila abhi tak.,Yes
PKTLC-37C0E9,Male,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),80.41,3341.96,2,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-44DE1F,Male,0,Yes,Yes,40,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),64.87,2580.62,1,Bahut zyada charges liye gaye mere account se bina kisi reason ke.,No
PKTLC-C50E49,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),88.73,3373.22,2,Bundle value is good. Happy with the current plan I am on.,No
PKTLC-261E1E,Male,0,No,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.43,2379.87,1,Hidden charges on my bill that were never disclosed during signup.,No
PKTLC-BDE57C,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.83,1878.65,2,Monthly charges keep increasing every few months without any notice.,Yes
PKTLC-9FB31B,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.92,2252.93,2,Internet speed is average. Support team could use better training.,Yes
PKTLC-533559,Female,0,No,No,40,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,45.83,1751.93,1,I was charged twice for the same bundle this month. Please investigate.,Yes
PKTLC-D105B1,Male,0,No,Yes,6,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,61.48,350.15,1,Balance deducted automatically without activating any service.,Yes
PKTLC-B14326,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.39,1390.14,1,Happy with the new fiber package. Speed is much better than before.,No
